title,attributes,rating,reviewCount,category,address,city,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,placeUrl,latitude,longitude
Point Pinos Lighthouse Reservation,,4.7,151,Park,"Pacific Grove, CA 93950, United States",Pacific Grove,"J3P7+HX Pacific Grove, California, USA",http://www.pointpinoslighthouse.org/index.html,+1 831-646-3176,Closed,Closed,1–4p.m.,1–4p.m.,1–4p.m.,1–4p.m.,1–4p.m.,https://lh5.googleusercontent.com/p/AF1QipP-dsuOzQ77TWa-UWfbxubvcIpdMNE-p9Fe_UDX=w408-h306-k-no,https://www.google.com/maps/place/Point+Pinos+Lighthouse+Reservation/data=!4m7!3m6!1s0x808de1109a89e71b:0x707847082119d9d8!8m2!3d36.636378!4d-121.935045!16s%2Fg%2F1tjrq62n!19sChIJG-eJmhDhjYAR2NkZIQhHeHA,36.6364375,-121.9350625
17-Mile Drive,"Scenic toll road running along the Pacific Ocean & past mansions, golf courses & landmarks.",4.6,1003,Historical landmark,"17 Mile Dr, Pacific Grove, CA 93950, United States",Pacific Grove,"J343+FX Pacific Grove, California, USA",https://www.pebblebeach.com/17-mile-drive/,+1 800-654-9300,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOus2c8HkDjBW2hP6io5JWJkz-WW8RG8_nUSJXr=w408-h396-k-no,https://www.google.com/maps/place/17-Mile+Drive/data=!4m7!3m6!1s0x808de6d5c86dd76f:0x52ac30a327f8632a!8m2!3d36.6061259!4d-121.9450819!16s%2Fg%2F11dxbbtgqc!19sChIJb9dtyNXmjYARKmP4J6MwrFI,36.6061875,-121.9450625
Berwick Park,"1-acre park boasting ocean vistas, picnic spots & a grassy lawn, plus hiking & biking trails.",4.7,1089,Park,"Ocean View Blvd & 9th Street, Pacific Grove, CA 93950, United States",Pacific Grove,"J3CQ+W6 Pacific Grove, California, USA",http://www.cityofpacificgrove.org/living/recreation/parks/berwick-park,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMIlaoQ5kxEopbLhTB1mAi0RFDKuQtpwpzGrrTh=w408-h271-k-no,https://www.google.com/maps/place/Berwick+Park/data=!4m7!3m6!1s0x808de151f57efc19:0x939fe5846306482f!8m2!3d36.6222582!4d-121.9119256!16s%2Fg%2F1vmr1m05!19sChIJGfx-9VHhjYARL0gGY4Tln5M,36.6223125,-121.9119375
Coast Guard Pier,,4.5,544,Tourist attraction,"100 Lighthouse Ave, Monterey, CA 93940, United States",Monterey,"J454+QP Monterey, California, USA",,+1 831-647-7300,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPCJ2MGsEGLw6OpvF98WQQsDQdrkB5Duvjfpc5E=w408-h306-k-no,https://www.google.com/maps/place/Coast+Guard+Pier/data=!4m7!3m6!1s0x808de41a250d1e99:0xe3ab13ea4e6047d8!8m2!3d36.6094063!4d-121.893152!16s%2Fg%2F1tdbr2qp!19sChIJmR4NJRrkjYAR2EdgTuoTq-M,36.6094375,-121.8931875
Candy Cane Lane - Morse Dr.,,4.6,242,Tourist attraction,"1081 Morse Dr, Pacific Grove, CA 93950, United States",Pacific Grove,"J35H+Q4 Pacific Grove, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPTvPwewe0tTy1COG0SzdUSYAJOBobugVBhPHlQ=w408-h306-k-no,https://www.google.com/maps/place/Candy+Cane+Lane+-+Morse+Dr./data=!4m7!3m6!1s0x808de6b5d73f5525:0x54a6fa5e2c71de15!8m2!3d36.6094416!4d-121.9221961!16s%2Fg%2F11fq_f8yvt!19sChIJJVU_17XmjYARFd5xLF76plQ,36.6094375,-121.9221875
Cannery Row,,4.6,604,Tourist attraction,"700 Cannery Row, Monterey, CA 93940, United States",Monterey,"J38X+FR Monterey, California, USA",https://canneryrow.com/,+1 831-649-6690,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMLFYljraIMCrxqfUE86FRnnIJxmE1ILiR0OWcP=w426-h240-k-no,https://www.google.com/maps/place/Cannery+Row/data=!4m7!3m6!1s0x808de423b6202195:0x2479dad4a86c7491!8m2!3d36.6162117!4d-121.9004171!16s%2Fg%2F11c581kyfs!19sChIJlSEgtiPkjYARkXRsqNTaeSQ,36.6161875,-121.9004375
Caledonia Park,,4.5,149,City park,"141 Caledonia Ave, Pacific Grove, CA 93950, United States",Pacific Grove,"J3FJ+F5 Pacific Grove, California, USA",https://www.cityofpacificgrove.org/living/recreation,,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipOdjlejkp8_RIRNM55SyT_l0QON7HaqBkoP87Kr=w408-h272-k-no,https://www.google.com/maps/place/Caledonia+Park/data=!4m7!3m6!1s0x808de148b7860181:0xbb5ae5f43a54ca23!8m2!3d36.6236679!4d-121.9195563!16s%2Fg%2F11g6vjvb7b!19sChIJgQGGt0jhjYARI8pUOvTlWrs,36.6236875,-121.9195625
Bird Rock Vista Point,,4.6,2859,Scenic spot,"Bird Rock Rd, Pebble Beach, CA 93953, United States",Pebble Beach,"H2RP+F8 Pebble Beach, Del Monte Forest, CA, USA",https://www.coastal.ca.gov/yourcoast/#/map/location/id/624,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPLqQFAW9DPadHpqlRBorWpdlOeBy1XX96I1Jjc=w408-h306-k-no,https://www.google.com/maps/place/Bird+Rock+Vista+Point/data=!4m7!3m6!1s0x808de73a1da78603:0x7231b99918666a22!8m2!3d36.5912478!4d-121.9642496!16s%2Fg%2F1q67vk89d!19sChIJA4anHTrnjYARImpmGJm5MXI,36.5911875,-121.9641875
Rip Van Winkle Open Space,"A narrow strip of forested terrain popular with hikers, joggers, bikers & off-leash dog walkers.",4.6,120,Park,"1072 Congress Ave, Pacific Grove, CA 93950, United States",Pacific Grove,"J369+72 Pacific Grove, California, USA",https://www.cityofpacificgrove.org/living/recreation/parks,,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipPJU5A4YMyv_BQ1VDodsEc1JH7XeH9Z_vgo1uFa=w408-h725-k-no,https://www.google.com/maps/place/Rip+Van+Winkle+Open+Space/data=!4m7!3m6!1s0x808de6ccdd8c933d:0xa0e1f6e4a6f6f894!8m2!3d36.6106252!4d-121.9323783!16s%2Fg%2F1td7hz9j!19sChIJPZOM3czmjYARlPj2puT24aA,36.6106875,-121.9324375
George Washington Park,,4.5,110,Park,"700 Alder St, Pacific Grove, CA 93950, United States",Pacific Grove,"J3CC+6J Pacific Grove, California, USA",cityofpacificgrove.org,+1 831-648-3134,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOE5YMsQCFAzR58EkJqlK4mTTOEdkZqA52dWLif=w408-h306-k-no,https://www.google.com/maps/place/George+Washington+Park/data=!4m7!3m6!1s0x808de13711330a3d:0x485f0524858e0141!8m2!3d36.6205921!4d-121.928467!16s%2Fg%2F1vzg2gh8!19sChIJPQozETfhjYARQQGOhSQFX0g,36.6205625,-121.9284375
Candy Cane Lane - Beaumont Street,,3.9,15,Tourist attraction,"532-598 Beaumont Ave, Pacific Grove, CA 93950, United States",Pacific Grove,"J36H+R7 Pacific Grove, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOQnXdRD_W_iKvndi7B3Qd0J8cX9rlPTIvic3w=w408-h306-k-no,https://www.google.com/maps/place/Candy+Cane+Lane+-+Beaumont+Street/data=!4m7!3m6!1s0x808de6b5003512ab:0x605b1c0360d0f4db!8m2!3d36.6121062!4d-121.9217941!16s%2Fg%2F11c2nq3k23!19sChIJqxI1ALXmjYAR2_TQYAMcW2A,36.6120625,-121.9218125
Oakland Zoo,"Long-standing zoo features 650+ native & exotic animals, a wildlife theater & educational programs.",4.6,10684,Zoo,"9777 Golf Links Rd, Oakland, CA 94605, United States",Oakland,"PVX3+FR Oakland, California, USA",https://www.oaklandzoo.org/,+1 510-632-9525,10a.m.–2p.m.,10a.m.–2p.m.,10a.m.–2p.m.,10a.m.–2p.m.,10a.m.–2p.m.,10a.m.–2p.m.,10a.m.–2p.m.,https://lh5.googleusercontent.com/p/AF1QipNKH2nKoa_c4-OLB2GZLTqVvAPVmipglvqelss=w408-h271-k-no,https://www.google.com/maps/place/Oakland+Zoo/data=!4m7!3m6!1s0x808f8f0df97f81df:0x201a254d74ff8aa!8m2!3d37.7486635!4d-122.1454166!16zL20vMDMzejhq!19sChIJ34F_-Q2Pj4ARqvhP11SiAQI,37.7486875,-122.1454375
Chabot Space & Science Center,"Big complex featuring interactive exhibits on outer space, a planetarium, a gift shop & more.",4.4,269,Science museum,"10000 Skyline Blvd, Oakland, CA 94619, United States",Oakland,"RR99+FP Oakland, California, USA",chabotspace.org,+1 510-336-7300,Closed,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipPtqGfCVivNCofBWKSzhHm8HQYOny-dZxbId8-V=w564-h240-k-no,https://www.google.com/maps/place/Chabot+Space+%26+Science+Center/data=!4m7!3m6!1s0x808f862b98ee2833:0xd5fe4b8bf9d24c03!8m2!3d37.8187474!4d-122.1807217!16zL20vMGRkNHg4!19sChIJMyjumCuGj4ARA0zS-YtL_tU,37.8186875,-122.1806875
Reinhardt Redwood Regional Park,"Sprawling forest featuring redwood groves & rare wildlife, plus trails, picnic areas & campsites.",4.8,2904,Park,"7867 Redwood Rd, Oakland, CA 94619, United States",Oakland,"RR6P+JR Oakland, California, USA",https://www.ebparks.org/parks/reinhardt-redwood,+1 888-327-2757,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipOHYAhfNWkRMD7w14cHivbhaKpRSfvY5liBEKc=w408-h273-k-no,https://www.google.com/maps/place/Reinhardt+Redwood+Regional+Park/data=!4m7!3m6!1s0x808f8862d1951541:0xcec649dca80bdc12!8m2!3d37.8115064!4d-122.1629595!16zL20vMGd3aGI5!19sChIJQRWV0WKIj4AREtwLqNxJxs4,37.8115625,-122.1629375
Oakland Aviation Museum,Museum housing an extensive aircraft collection & various aviation exhibits in a historic hangar.,4.5,307,Museum,"8252 Earhart Rd, Oakland, CA 94621, United States",Oakland,"PQMP+7X Oakland, California, USA",https://www.oaklandaviationmuseum.org/,+1 510-638-7100,Closed,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipO_DVMBMxjDLVsaHPbS7vJSKwPLqytNZ-rEc6W3=w408-h306-k-no,https://www.google.com/maps/place/Oakland+Aviation+Museum/data=!4m7!3m6!1s0x808f85b174bf90e9:0xbdcb25b194d6432!8m2!3d37.7331714!4d-122.2126249!16s%2Fm%2F065yvmr!19sChIJ6ZC_dLGFj4ARMmRNGVuy3As,37.7331875,-122.2125625
Lake Merritt,,4.6,146,Tourist attraction,"Oakland, CA 94606, United States",Oakland,"RP3R+7R Oakland, California, USA",https://www.lakemerritt.org/,+1 510-575-5980,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOgp2OsSzV6D9h8psFsTDOhZ8NQ2RB99CWPLjXQ=w408-h306-k-no,https://www.google.com/maps/place/Lake+Merritt/data=!4m7!3m6!1s0x808f8749c4a3cff5:0xe021ec30624744b9!8m2!3d37.803206!4d-122.2579193!16s%2Fg%2F1q66pmvq7!19sChIJ9c-jxEmHj4ARuURHYjDsIeA,37.8031875,-122.2579375
The Museum of Art and Digital Entertainment - (The MADE),,4.7,173,Museum,"921 Washington St, Oakland, CA 94607, United States",Oakland,"RP2G+Q7 Oakland, California, USA",https://www.themade.org/,+1 510-350-8857,Closed,12–7p.m.,12–7p.m.,11a.m.–9p.m.,11a.m.–9p.m.,11a.m.–7p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipOWzVfP0jAAYYVorhQIE7kHnttDtIf-_8CmDD8T=w408-h306-k-no,https://www.google.com/maps/place/The+Museum+of+Art+and+Digital+Entertainment+-+(The+MADE)/data=!4m7!3m6!1s0x808f80afd6b9327d:0xa404f4a01bc89623!8m2!3d37.8019902!4d-122.2743559!16s%2Fm%2F0gkxf0q!19sChIJfTK51q-Aj4ARI5bIG6D0BKQ,37.8019375,-122.2743125
Pardee Home Museum,"Built in 1869, this Italianate mansion houses a museum with period furnishings & decor.",4.7,40,Museum,"672 11th St, Oakland, CA 94607, United States",Oakland,"RP3C+VR Oakland, California, USA",pardeehome.org,+1 510-444-2187,Closed,Closed,Closed,Closed,10:30a.m.–12p.m.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipNQPFAFIfrfg0oEBNvxehyS6wtuP6MXxceB-luG=w408-h544-k-no,https://www.google.com/maps/place/Pardee+Home+Museum/data=!4m7!3m6!1s0x808f80ba92bf8e33:0x3d81ce2aa89d2745!8m2!3d37.8047477!4d-122.2778923!16s%2Fm%2F025t4w5!19sChIJM46_krqAj4ARRSedqCrOgT0,37.8046875,-122.2779375
Middle Harbor Shoreline Park,"Public preserve with trails, BBQs, an amphitheater & sweeping views of the bay & San Francisco.",4.4,987,Park,"2777 Middle Harbor Rd, Oakland, CA 94607, United States",Oakland,"RM4G+6G Oakland, California, USA",portofoakland.com,+1 510-627-1634,8a.m.–7:30p.m.,8a.m.–7:30p.m.,8a.m.–7:30p.m.,8a.m.–7:30p.m.,8a.m.–7:30p.m.,8a.m.–7:30p.m.,8a.m.–7:30p.m.,https://lh5.googleusercontent.com/p/AF1QipOEXslZ4J2pXYRmZHNSxBUCD0nwp74Tc7En6urM=w408-h306-k-no,https://www.google.com/maps/place/Middle+Harbor+Shoreline+Park/data=!4m7!3m6!1s0x80857fd99d0ea545:0x66fc0e3b6651e65!8m2!3d37.80552!4d-122.3237437!16s%2Fm%2F0284hb9!19sChIJRaUOndl_hYARZR5ltuPAbwY,37.8055625,-122.3236875
Nipsey Hussle mural (Oakland),,4.7,15,Tourist attraction,"363 Grand Ave, Oakland, CA 94610, United States",Oakland,"RP5V+FV Oakland, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNOrv0PXyHQBD_5JnOER9TJcr80WDHwe4Gu7cjM=w408-h544-k-no,https://www.google.com/maps/place/Nipsey+Hussle+mural+(Oakland)/data=!4m7!3m6!1s0x808f8703b8153685:0xbbd04cdfee699aa6!8m2!3d37.8086306!4d-122.2553386!16s%2Fg%2F11h75lfqgf!19sChIJhTYVuAOHj4ARpppp7t9M0Ls,37.8086875,-122.2553125
The Gardens at Lake Merritt,"Tranquil destination with 7 acres of scenic, themed gardens plus occasional gardening workshops.",4.6,735,Garden,"666 Bellevue Ave, Oakland, CA 94610, United States",Oakland,"RP4R+FJ Oakland, California, USA",gardensatlakemerritt.org,,7:30a.m.–3p.m.,7:30a.m.–3p.m.,7:30a.m.–3p.m.,7:30a.m.–3p.m.,8a.m.–4p.m.,8a.m.–4p.m.,7:30a.m.–3p.m.,https://lh5.googleusercontent.com/p/AF1QipNREjLCI0jTzxImds1Uvxx7aHcgops7hf7zU_Wc=w408-h306-k-no,https://www.google.com/maps/place/The+Gardens+at+Lake+Merritt/data=!4m7!3m6!1s0x808f874eae397121:0x4d97398950f377a8!8m2!3d37.8062142!4d-122.2584238!16s%2Fg%2F1tq6k9jc!19sChIJIXE5rk6Hj4ARqHfzUIk5l00,37.8061875,-122.2584375
Snow Park,This park with a small golf course & a putting green features views of Lake Merritt.,4.4,716,Park,"Harrison St & 19th St, Lakeside Dr, Oakland, CA 94612, United States",Oakland,"RP4P+R7 Oakland, California, USA",,+1 510-238-7275,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPZ5W5fu21vQ9Zp_rHzDvDPdetZjEk40kalE30S=w408-h306-k-no,https://www.google.com/maps/place/Snow+Park/data=!4m7!3m6!1s0x808f874cc456e6e5:0xa546683a0e2f3d92!8m2!3d37.8071141!4d-122.2642898!16s%2Fg%2F1td726zw!19sChIJ5eZWxEyHj4ARkj0vDjpoRqU,37.8070625,-122.2643125
The Pergola at Lake Merritt,,4.7,465,Historical landmark,"599 El Embarcadero, Oakland, CA 94610, United States",Oakland,"RQ52+C4 Oakland, California, USA",,+1 510-238-7275,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOkcdE8n-jbyx9niWYcEuXD3h5JiRosVKEaRCzh=w408-h306-k-no,https://www.google.com/maps/place/The+Pergola+at+Lake+Merritt/data=!4m7!3m6!1s0x808f8746c1ba4995:0x6834da37224e7e88!8m2!3d37.8085518!4d-122.249744!16s%2Fg%2F1tczkqf6!19sChIJlUm6wUaHj4ARiH5OIjfaNGg,37.8085625,-122.2496875
Port View Park,,4.4,260,Park,"7th St, Oakland, CA 94607, United States",Oakland,"RM48+6P Oakland, California, USA",portofoakland.com,+1 510-627-1100,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipOfSS8rMHBWV3_v4hDWHmoDboOY_8emPIJnIfY=w408-h306-k-no,https://www.google.com/maps/place/Port+View+Park/data=!4m7!3m6!1s0x80857fdd81b29f39:0xd4f10aaa80bfaca8!8m2!3d37.8055566!4d-122.3332487!16s%2Fg%2F1tf75r9s!19sChIJOZ-ygd1_hYARqKy_gKoK8dQ,37.8055625,-122.3331875
Jack London's Cabin,,4.5,94,Historical landmark,"1-199 Webster Street Tube, Oakland, CA 94607, United States",Oakland,"QPVG+H3 Oakland, California, USA",https://www.visitoakland.com/listing/jack-london-cabin/555/,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipP4cPq35R0RkpA65YELvg7o65OVERhLdJl5txch=w408-h306-k-no,https://www.google.com/maps/place/Jack+London's+Cabin/data=!4m7!3m6!1s0x808f80c8e9c57935:0x4fbb97f2cbdb2539!8m2!3d37.7938807!4d-122.2748216!16s%2Fg%2F11g6xsrw15!19sChIJNXnF6ciAj4AROSXby_KXu08,37.7939375,-122.2748125
Temescal Regional Recreation Area,"Urban, lakeside retreat offering swim & picnic areas, a fishing dock, trails & playgrounds.",4.6,1007,Park,"6502 Broadway Terrace, Oakland, CA 94618, United States",Oakland,"RQWC+74 Oakland, California, USA",https://www.ebparks.org/parks/temescal,+1 888-327-2757,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipPK1ghxYbnCzn54ntAI3XzeaAnUVukv9F2xbmA8=w408-h307-k-no,https://www.google.com/maps/place/Temescal+Regional+Recreation+Area/data=!4m7!3m6!1s0x80857d99eac2989d:0xfe4c827e001ce9ad!8m2!3d37.8457439!4d-122.2296769!16s%2Fm%2F02y_60_!19sChIJnZjC6pl9hYARrekcAH6CTP4,37.8456875,-122.2296875
Morcom Rose Garden,"Often used for ceremonies, the site's walkways are lined with flowers, pools & other water features.",4.7,793,Garden,"700 Jean St, Oakland, CA 94610, United States",Oakland,"RQC3+29 Oakland, California, USA",https://www.oaklandca.gov/topics/morcom-rose-garden,+1 510-597-5039,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,https://lh5.googleusercontent.com/p/AF1QipOdyCK35-Mo6Hvu0t0N4O2WG4s_PWmz6Q-OqaF6=w408-h306-k-no,https://www.google.com/maps/place/Morcom+Rose+Garden/data=!4m7!3m6!1s0x808f875c3d3c9317:0x6748d8a0918455d3!8m2!3d37.8200167!4d-122.2465611!16s%2Fm%2F02r5jcq!19sChIJF5M8PVyHj4AR01WEkaDYSGc,37.8200625,-122.2465625
Joaquin Miller Park,"Dog-friendly woodland park on 500 acres boasting rustic trails, meadows & picnic sites.",4.7,2229,Park,"3300 Joaquin Miller Rd, Oakland, CA 94602, United States",Oakland,"RR78+M5 Oakland, California, USA",https://www.oaklandca.gov/departments/department-of-parks-recreation-and-youth-development,+1 510-615-5566,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipNs28O8OJgpeR9MuETdeDL98Fm6JCyV-vwKMFc7=w408-h306-k-no,https://www.google.com/maps/place/Joaquin+Miller+Park/data=!4m7!3m6!1s0x808f87cfb5031249:0x4b5a4a5c36228f84!8m2!3d37.8142056!4d-122.1845382!16s%2Fm%2F02qfz4j!19sChIJSRIDtc-Hj4ARhI8iNlxKWks,37.8141875,-122.1845625
Potomac Association,"Franklin D. Roosevelt's presidential yacht, now open for exhibits & sightseeing cruises.",4.8,39,Tourist attraction,"540 Water St, Oakland, CA 94607, United States",Oakland,"QPWC+52 Oakland, California, USA",http://www.usspotomac.org/,+1 510-627-1215,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipO0IuvvskD7RfXuobLZ1htsNw43To83It4U90Mt=w408-h306-k-no,https://www.google.com/maps/place/Potomac+Association/data=!4m7!3m6!1s0x808f80c781f18aa3:0xc09b5f0dd2683596!8m2!3d37.7954685!4d-122.2799946!16s%2Fg%2F1pp2tz8xr!19sChIJo4rxgceAj4ARljVo0g1fm8A,37.7954375,-122.2799375
Huckleberry Botanic Regional Preserve,"This 241-acre wooded preserve features a self-guided, botanic interpretive trail & restrooms.",4.7,452,Nature preserve,"7087 Skyline Blvd, Oakland, CA 94611, United States",Oakland,"RRV4+42 Oakland, California, USA",https://www.ebparks.org/parks/huckleberry,+1 888-327-2757,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOyjB3Kmo9Gyz1zQWQlMa8XInlXgL6iY3pjB1A=w408-h306-k-no,https://www.google.com/maps/place/Huckleberry+Botanic+Regional+Preserve/data=!4m7!3m6!1s0x80857d58a00e1267:0x8be097cc35534266!8m2!3d37.8428628!4d-122.1949799!16s%2Fm%2F02qlmpd!19sChIJZxIOoFh9hYARZkJTNcyX4Is,37.8428125,-122.1949375
Coliseum Gardens,,4.2,103,Park,"966 66th Ave, Oakland, CA 94621, United States",Oakland,"QR42+VM Oakland, California, USA",,+1 510-238-7275,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,https://lh5.googleusercontent.com/p/AF1QipPl2d6mQ0IjNaJjwLsgy8B-dapFBf8Nl9_hxqbw=w408-h544-k-no,https://www.google.com/maps/place/Coliseum+Gardens/data=!4m7!3m6!1s0x808f85dd918eda01:0xbd2333dfed11ffc3!8m2!3d37.7572132!4d-122.1983722!16s%2Fg%2F1tcz_rw0!19sChIJAdqOkd2Fj4ARw_8R7d8zI70,37.7571875,-122.1983125
The Mystery Spot,"Opened in 1941, this roadside landmark is a tilt-induced visual illusion with tours & a gift shop.",4.5,6557,Tourist attraction,"465 Mystery Spot Rd, Santa Cruz, CA 95065",Santa Cruz,"2X8W+PX Santa Cruz, California",https://www.mysteryspot.com/,(831) 423-8897,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,10AM–5PM,10AM–5PM,10AM–4PM,https://lh5.googleusercontent.com/p/AF1QipOFe_NkfBQ2FlN7GKbVRbST1rHoauupwTZmt-cS=w408-h270-k-no,https://www.google.com/maps/place/The+Mystery+Spot/data=!4m7!3m6!1s0x808e4087dc328157:0x17886d3141230276!8m2!3d37.0168648!4d-122.002508!16zL20vMDRxaHZ0!19sChIJV4Ey3IdAjoARdgIjQTFtiBc,37.0168125,-122.0025625
Santa Cruz Wharf,"Beach shops, seafood restaurants, sea lions & fishing draw crowds to this landmark bayside pier.",4.6,14062,Tourist attraction,"21 Municipal Wharf, Santa Cruz, CA 95060",Santa Cruz,"XX4M+W3 Santa Cruz, California",https://www.cityofsantacruz.com/government/city-departments/parks-recreation/facilities/santa-cruz-wharf,(831) 420-5725,5AM–2AM,5AM–2AM,5AM–2AM,5AM–2AM,5AM–2AM,5AM–2AM,5AM–2AM,https://lh5.googleusercontent.com/p/AF1QipN19nXx-EjOUwM5-cNxzfvtODjM2-3rhcG0EZzZ=w408-h305-k-no,https://www.google.com/maps/place/Santa+Cruz+Wharf/data=!4m7!3m6!1s0x808e6a9afc81023b:0xf48e2c1896bb1e67!8m2!3d36.9572769!4d-122.0172773!16zL20vMGIxemNq!19sChIJOwKB_JpqjoARZx67lhgsjvQ,36.9573125,-122.0173125
Wilder Ranch State Park,"Natural landscape with diverse activities including hiking trails, picnic areas & horseback riding.",4.7,2103,Nature preserve,"1401 Coast Rd, Santa Cruz, CA 95060",Santa Cruz,"XW68+8M Santa Cruz, California",https://www.parks.ca.gov/?page_id=549&utm_source=GMB&utm_medium=Organic&utm_campaign=GMB1,(831) 423-9703,8AM–8:30PM,8AM–8:30PM,8AM–8:30PM,8AM–8:30PM,8AM–8:30PM,8AM–8:30PM,8AM–8:30PM,https://lh5.googleusercontent.com/p/AF1QipNyMfUomIsx6L6-Q76-3uarifbBj_JtJ_Frb5Hz=w715-h240-k-no,https://www.google.com/maps/place/Wilder+Ranch+State+Park/data=!4m7!3m6!1s0x808e43ca198bb9b9:0x850289759e465503!8m2!3d36.9608175!4d-122.0833662!16s%2Fm%2F041205r!19sChIJubmLGcpDjoARA1VGnnWJAoU,36.9608125,-122.0833125
Lighthouse Point,,4.7,767,Tourist attraction,"700 W Cliff Dr, Santa Cruz, CA 95060",Santa Cruz,"XX2F+H8 Santa Cruz, California",https://www.scccvc.org/,(831) 420-5270,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMD-b9vpKyLlYrsx2yMni8CPkPjuq2hhOdh4cEg=w408-h390-k-no,https://www.google.com/maps/place/Lighthouse+Point/data=!4m7!3m6!1s0x808e6a92a97352af:0x966436c309640d2e!8m2!3d36.9514465!4d-122.0267155!16s%2Fg%2F11dxl9rswz!19sChIJr1JzqZJqjoARLg1kCcM2ZJY,36.9514375,-122.0266875
